Id,SalePrice
1596,240083.390625
1597,192153.734375
1598,195815.15625
1599,183438.578125
1600,169781.15625
1601,74462.9765625
1602,111852.5390625
1603,92326.9765625
1604,290304.71875
1605,255202.671875
1606,172031.28125
1607,178895.1875
1608,204244.6875
1609,191593.46875
1610,154922.84375
1611,145526.0625
1612,163710.859375
1613,156953.84375
1614,120021.234375
1615,85052.578125
1616,79002.9453125
1617,88645.6640625
1618,129910.8125
1619,136066.0
1620,168427.3125
1621,134105.53125
1622,141842.234375
1623,292897.15625
1624,203910.578125
1625,124525.1484375
1626,165588.703125
1627,186026.6875
1628,268075.375
1629,178427.625
1630,362272.90625
1631,220034.546875
1632,235806.65625
1633,170084.125
1634,184658.953125
1635,179001.96875
1636,159457.8125
1637,182311.09375
1638,194332.453125
1639,183984.828125
1640,276342.3125
1641,182934.953125
1642,222968.484375
1643,223853.59375
1644,229092.90625
1645,181430.90625
1646,153331.5
1647,159718.46875
1648,134761.515625
1649,139843.671875
1650,119723.4296875
1651,125434.6953125
1652,97295.3125
1653,92739.46875
1654,156309.984375
1655,137929.859375
1656,148399.046875
1657,158157.40625
1658,149580.59375
1659,133636.78125
1660,152271.359375
1661,483138.8125
1662,395004.59375
1663,377229.0
1664,469916.125
1665,310526.65625
1666,315218.21875
1667,378423.6875
1668,332121.15625
1669,304323.9375
1670,337496.59375
1671,269801.15625
1672,505198.40625
1673,294786.65625
1674,247530.71875
1675,187726.640625
1676,188458.46875
1677,216001.984375
1678,469899.25
1679,391121.1875
1680,326132.4375
1681,255772.796875
1682,295857.25
1683,181666.8125
1684,170891.078125
1685,171293.828125
1686,173664.359375
1687,169591.71875
1688,190045.359375
1689,193792.328125
1690,189093.640625
1691,171686.234375
1692,259137.796875
1693,169417.1875
1694,181280.53125
1695,167337.171875
1696,262190.09375
1697,170685.671875
1698,365942.6875
1699,324480.59375
1700,249053.5625
1701,252074.421875
1702,252876.828125
1703,255920.65625
1704,301400.5625
1705,229207.734375
1706,435918.59375
1707,224795.890625
1708,209506.453125
1709,281499.875
1710,220782.203125
1711,247010.296875
1712,248984.859375
1713,272215.78125
1714,221130.171875
1715,207518.59375
1716,187876.453125
1717,176314.09375
1718,135186.203125
1719,202653.4375
1720,249591.296875
1721,177355.078125
1722,125792.5
1723,155803.9375
1724,213641.34375
1725,240499.578125
1726,193809.8125
1727,161727.671875
1728,180574.625
1729,169720.21875
1730,168088.40625
1731,126374.4609375
1732,123566.9140625
1733,117059.828125
1734,124519.2734375
1735,134490.109375
1736,115957.8203125
1737,349194.8125
1738,218597.453125
1739,347281.75
1740,209129.953125
1741,176429.78125
1742,168306.125
1743,173160.484375
1744,308777.84375
1745,217379.4375
1746,210141.625
1747,213701.546875
1748,208920.296875
1749,153353.78125
1750,140980.171875
1751,228862.421875
1752,123095.03125
1753,140408.34375
1754,204239.65625
1755,168096.015625
1756,121855.703125
1757,123019.953125
1758,149267.671875
1759,172642.953125
1760,156471.46875
1761,145912.359375
1762,161241.421875
1763,173035.703125
1764,117634.6875
1765,178082.53125
1766,171955.125
1767,214062.1875
1768,144028.328125
1769,168232.65625
1770,145959.84375
1771,132581.59375
1772,135589.125
1773,137382.671875
1774,131535.90625
1775,136736.765625
1776,125832.296875
1777,118423.78125
1778,130880.0078125
1779,109136.2578125
1780,180088.59375
1781,133895.59375
1782,96524.21875
1783,138734.25
1784,97635.0703125
1785,114213.625
1786,139129.421875
1787,161408.8125
1788,58609.03125
1789,93544.3671875
1790,86759.8984375
1791,189103.484375
1792,157951.34375
1793,135108.5
1794,143850.4375
1795,139178.21875
1796,126246.515625
1797,115599.25
1798,123507.6953125
1799,112571.3671875
1800,126562.7578125
1801,133287.265625
1802,153335.0
1803,149825.265625
1804,144013.65625
1805,136297.5625
1806,112686.765625
1807,131321.25
1808,128726.1484375
1809,115588.0
1810,137415.890625
1811,108206.515625
1812,108389.703125
1813,125566.15625
1814,99535.6875
1815,57129.203125
1816,102224.0234375
1817,120221.609375
1818,147869.328125
1819,118518.8515625
1820,75655.6328125
1821,109074.4609375
1822,149885.625
1823,45655.5
1824,133056.921875
1825,141797.453125
1826,100890.5625
1827,104460.203125
1828,125787.71875
1829,102576.109375
1830,141990.0625
1831,140361.0
1832,97220.5625
1833,128196.6796875
1834,126403.75
1835,139208.25
1836,130087.6875
1837,93329.2109375
1838,124347.8359375
1839,87954.1328125
1840,159430.5625
1841,148837.703125
1842,75825.2109375
1843,134662.984375
1844,133786.03125
1845,146777.03125
1846,161553.640625
1847,168035.21875
1848,56447.44921875
1849,112171.6796875
1850,125231.6953125
1851,154091.859375
1852,127147.1875
1853,132097.9375
1854,167257.53125
1855,155365.5
1856,213974.421875
1857,159815.15625
1858,132785.484375
1859,118418.484375
1860,149565.515625
1861,118418.484375
1862,356276.28125
1863,350229.6875
1864,350229.6875
1865,329466.1875
1866,342817.0
1867,244769.453125
1868,310392.90625
1869,210018.109375
1870,245138.453125
1871,250668.421875
1872,168498.8125
1873,239960.515625
1874,137486.5625
1875,210949.359375
1876,189904.671875
1877,216202.09375
1878,213837.171875
1879,135374.828125
1880,134752.421875
1881,230245.890625
1882,251115.59375
1883,198623.671875
1884,215263.375
1885,263283.78125
1886,303923.15625
1887,205119.71875
1888,276498.5
1889,165087.234375
1890,133324.84375
1891,142723.5
1892,109483.046875
1893,132309.03125
1894,128998.5546875
1895,145121.859375
1896,119439.46875
1897,115088.40625
1898,108012.390625
1899,141148.109375
1900,144678.71875
1901,175779.71875
1902,138041.03125
1903,224681.96875
1904,145783.09375
1905,191371.3125
1906,164005.3125
1907,211416.53125
1908,117536.703125
1909,134644.203125
1910,127403.421875
1911,210970.1875
1912,281797.03125
1913,134126.421875
1914,55727.93359375
1915,347097.03125
1916,78025.28125
1917,264790.78125
1918,143149.15625
1919,158897.84375
1920,152929.078125
1921,433497.71875
1922,332115.3125
1923,202559.390625
1924,212603.96875
1925,219546.296875
1926,402688.875
1927,136469.9375
1928,160292.640625
1929,120735.2578125
1930,131081.0625
1931,138272.96875
1932,139134.671875
1933,176825.953125
1934,179123.09375
1935,176702.25
1936,192215.140625
1937,185471.671875
1938,165185.28125
1939,249970.984375
1940,186310.15625
1941,173485.03125
1942,189416.03125
1943,201850.796875
1944,344904.625
1945,389645.78125
1946,164961.046875
1947,308102.28125
1948,180898.390625
1949,248197.078125
1950,184637.015625
1951,263214.71875
1952,223365.015625
1953,167183.96875
1954,192074.46875
1955,140796.75
1956,289399.09375
1957,161167.015625
1958,312365.65625
1959,143364.109375
1960,118228.21875
1961,123140.78125
1962,94836.7734375
1963,108137.75
1964,108626.3203125
1965,149956.390625
1966,146451.375
1967,292862.90625
1968,468155.34375
1969,409308.03125
1970,462477.125
1971,408762.84375
1972,357447.34375
1973,260075.21875
1974,325451.8125
1975,484942.03125
1976,270798.28125
1977,342988.46875
1978,379029.28125
1979,333663.1875
1980,190286.8125
1981,339577.8125
1982,230219.28125
1983,204739.109375
1984,164375.21875
1985,215160.5
1986,210407.6875
1987,184080.734375
1988,175416.6875
1989,190563.1875
1990,218530.734375
1991,227963.75
1992,214221.765625
1993,169010.703125
1994,242902.765625
1995,182294.765625
1996,240318.0625
1997,322247.46875
1998,346037.59375
1999,256256.0
2000,302288.8125
2001,246354.34375
2002,233564.5
2003,259224.40625
2004,268058.59375
2005,229864.734375
2006,227389.328125
2007,243204.640625
2008,210131.390625
2009,189830.703125
2010,191830.96875
2011,142659.78125
2012,178094.078125
2013,184127.0
2014,185718.28125
2015,197726.1875
2016,194368.796875
2017,201481.515625
2018,121802.7109375
2019,136650.515625
2020,108540.8203125
2021,113424.390625
2022,179269.828125
2023,145802.96875
2024,239302.953125
2025,356554.15625
2026,177901.609375
2027,152788.109375
2028,148923.265625
2029,173555.671875
2030,256678.171875
2031,237174.203125
2032,259940.65625
2033,258087.15625
2034,161211.453125
2035,208716.4375
2036,184174.609375
2037,196335.390625
2038,290086.125
2039,215284.203125
2040,339538.0
2041,286235.375
2042,202112.96875
2043,177776.234375
2044,157342.484375
2045,229149.546875
2046,138994.265625
2047,158549.8125
2048,139277.703125
2049,129532.296875
2050,176396.625
2051,105324.5390625
2052,132361.203125
2053,150591.46875
2054,82277.9609375
2055,162487.15625
2056,136122.484375
2057,122704.28125
2058,229691.03125
2059,123637.078125
2060,172239.5625
2061,187330.625
2062,138639.890625
2063,112704.28125
2064,142191.28125
2065,122327.34375
2066,175836.28125
2067,127728.90625
2068,136854.484375
2069,86034.75
2070,112618.2421875
2071,94448.2421875
2072,123198.21875
2073,131333.828125
2074,177179.828125
2075,148830.296875
2076,120470.484375
2077,149511.578125
2078,132828.34375
2079,136962.46875
2080,113292.4296875
2081,123989.9296875
2082,116611.0078125
2083,146118.484375
2084,110616.2890625
2085,129399.25
2086,129032.0546875
2087,123265.7109375
2088,99564.7734375
2089,86853.765625
2090,129792.6015625
2091,122102.3828125
2092,130336.90625
2093,125230.453125
2094,114300.140625
2095,147763.03125
2096,81627.25
2097,93008.5
2098,142393.09375
2099,55462.796875
2100,105423.9375
2101,114967.1875
2102,122674.5234375
2103,106698.8359375
2104,125214.8984375
2105,123521.4375
2106,70444.234375
2107,213195.90625
2108,120999.6015625
2109,115253.171875
2110,126959.8828125
2111,140939.140625
2112,138794.546875
2113,116481.671875
2114,108065.4609375
2115,143206.625
2116,117892.046875
2117,140762.1875
2118,119772.2109375
2119,107249.421875
2120,113675.4765625
2121,88873.046875
2122,94879.7265625
2123,90083.5
2124,159152.65625
2125,125489.96875
2126,157990.671875
2127,148056.890625
2128,129708.7109375
2129,102903.78125
2130,145572.53125
2131,145937.109375
2132,123021.0078125
2133,118628.7421875
2134,121032.65625
2135,103669.6875
2136,78798.1640625
2137,108436.15625
2138,133561.171875
2139,152123.203125
2140,138747.78125
2141,141035.234375
2142,127244.5703125
2143,145006.171875
2144,109067.796875
2145,136995.90625
2146,158681.28125
2147,149748.6875
2148,131658.796875
2149,137916.265625
2150,228495.015625
2151,117547.796875
2152,186614.15625
2153,159137.90625
2154,103526.125
2155,139006.59375
2156,296273.6875
2157,225290.140625
2158,239168.734375
2159,199696.609375
2160,167033.96875
2161,244912.15625
2162,396272.3125
2163,349218.4375
2164,256390.046875
2165,191116.796875
2166,145461.734375
2167,217115.015625
2168,205598.390625
2169,198348.765625
2170,226491.625
2171,142751.953125
2172,132692.03125
2173,159874.625
2174,230072.140625
2175,294720.125
2176,320978.40625
2177,254591.921875
2178,210371.65625
2179,142476.921875
2180,216213.609375
2181,193229.34375
2182,213914.21875
2183,194529.34375
2184,128661.578125
2185,119961.8671875
2186,144642.03125
2187,146018.015625
2188,153596.5
2189,194546.578125
2190,78882.453125
2191,84500.3828125
2192,89301.9921875
2193,106042.296875
2194,105166.1015625
2195,111135.2734375
2196,107033.0703125
2197,113940.6875
2198,150712.625
2199,173560.046875
2200,140470.359375
2201,138458.296875
2202,201953.859375
2203,156130.515625
2204,190100.75
2205,115264.125
2206,138395.328125
2207,220533.28125
2208,239208.40625
2209,200690.078125
2210,122117.7734375
2211,120737.453125
2212,113261.6328125
2213,104961.25
2214,140953.59375
2215,105931.2890625
2216,144313.953125
2217,66877.515625
2218,82299.703125
2219,67780.5078125
2220,74793.515625
2221,348782.5
2222,266300.5625
2223,271134.4375
2224,212059.8125
2225,132925.734375
2226,175556.46875
2227,196922.453125
2228,270538.875
2229,245149.75
2230,156396.921875
2231,210987.0
2232,180850.375
2233,166056.125
2234,250739.40625
2235,218980.609375
2236,286823.125
2237,361500.40625
2238,204286.15625
2239,112968.28125
2240,157436.578125
2241,152831.03125
2242,136572.78125
2243,125858.0234375
2244,98812.1875
2245,92934.1953125
2246,149171.796875
2247,106640.4609375
2248,125150.453125
2249,127084.171875
2250,133442.953125
2251,129671.3828125
2252,176699.0
2253,156289.390625
2254,175158.96875
2255,188916.625
2256,181345.171875
2257,206455.28125
2258,171758.6875
2259,177753.109375
2260,163601.40625
2261,182318.703125
2262,209811.6875
2263,345988.40625
2264,433379.46875
2265,188326.03125
2266,293628.0
2267,362579.6875
2268,382797.03125
2269,158519.109375
2270,176175.625
2271,235338.9375
2272,189920.515625
2273,165011.8125
2274,175927.34375
2275,161797.09375
2276,178667.359375
2277,184336.21875
2278,152592.859375
2279,131560.15625
2280,118421.0234375
2281,171549.546875
2282,179702.8125
2283,98426.8046875
2284,117755.4921875
2285,144158.75
2286,126391.203125
2287,347773.5
2288,286794.1875
2289,387237.125
2290,465746.65625
2291,341049.40625
2292,416692.34375
2293,488156.28125
2294,391583.15625
2295,463560.375
2296,258500.109375
2297,302872.875
2298,335319.84375
2299,378737.25
2300,328135.28125
2301,260745.375
2302,227490.765625
2303,240032.78125
2304,238103.34375
2305,177687.109375
2306,174370.59375
2307,189487.609375
2308,216049.96875
2309,280295.8125
2310,211143.765625
2311,198281.515625
2312,185986.875
2313,175201.03125
2314,172060.0625
2315,175366.546875
2316,178598.25
2317,185779.8125
2318,177399.625
2319,173553.375
2320,188313.25
2321,247944.03125
2322,171522.21875
2323,183963.625
2324,170627.109375
2325,209365.84375
2326,166197.40625
2327,216263.4375
2328,231654.734375
2329,183201.1875
2330,177001.28125
2331,349628.78125
2332,412026.0625
2333,321551.4375
2334,257100.53125
2335,253485.796875
2336,339177.375
2337,207350.375
2338,282713.53125
2339,220675.765625
2340,400906.75
2341,225795.28125
2342,229779.484375
2343,226282.6875
2344,228664.75
2345,231390.4375
2346,221446.0
2347,196600.15625
2348,231727.984375
2349,168517.515625
2350,289458.53125
2351,257698.828125
2352,246498.078125
2353,239075.140625
2354,134576.75
2355,149804.171875
2356,153497.625
2357,199349.78125
2358,195331.625
2359,130361.890625
2360,125150.046875
2361,136485.109375
2362,282981.09375
2363,139904.171875
2364,152545.75
2365,221082.796875
2366,190358.9375
2367,209325.296875
2368,216035.46875
2369,212349.859375
2370,170400.703125
2371,165640.703125
2372,178349.609375
2373,274035.15625
2374,284690.8125
2375,258802.109375
2376,290117.90625
2377,343063.8125
2378,138799.265625
2379,191522.84375
2380,141140.046875
2381,160736.671875
2382,198701.609375
2383,203437.140625
2384,249024.921875
2385,161905.09375
2386,136920.671875
2387,134966.21875
2388,99314.453125
2389,123294.328125
2390,143321.453125
2391,136995.140625
2392,117572.046875
2393,166748.8125
2394,145458.890625
2395,202759.765625
2396,143424.34375
2397,209259.828125
2398,130355.234375
2399,52592.98046875
2400,60467.24609375
2401,117826.8671875
2402,139896.796875
2403,127218.40625
2404,144940.734375
2405,161696.15625
2406,140805.5
2407,132424.53125
2408,135318.546875
2409,132558.109375
2410,167887.734375
2411,121519.640625
2412,158763.46875
2413,136211.28125
2414,142397.90625
2415,127550.4375
2416,126341.8984375
2417,127632.3203125
2418,125721.6875
2419,124323.3671875
2420,124451.21875
2421,144841.640625
2422,115476.125
2423,116921.125
2424,162561.671875
2425,260085.71875
2426,127624.3515625
2427,135879.125
2428,166076.0
2429,117679.859375
2430,128661.0625
2431,108592.875
2432,143854.546875
2433,149618.78125
2434,136064.546875
2435,150579.8125
2436,105986.5078125
2437,111391.109375
2438,120981.25
2439,112316.796875
2440,129397.703125
2441,98530.828125
2442,102868.3828125
2443,125049.7265625
2444,126218.9921875
2445,84099.75
2446,123033.8671875
2447,185603.796875
2448,135679.203125
2449,106867.1796875
2450,148178.09375
2451,127077.484375
2452,219735.765625
2453,101925.6171875
2454,125547.7890625
2455,109538.359375
2456,133246.4375
2457,121020.671875
2458,110437.3515625
2459,110924.3203125
2460,137659.234375
2461,119992.484375
2462,132001.59375
2463,121946.3046875
2464,174647.859375
2465,132382.265625
2466,117624.140625
2467,138300.09375
2468,78461.75
2469,71009.609375
2470,178132.8125
2471,201854.859375
2472,156723.921875
2473,114363.859375
2474,87178.9765625
2475,226606.0
2476,113598.0703125
2477,124083.2890625
2478,161908.46875
2479,104059.1640625
2480,150006.34375
2481,116319.7421875
2482,131417.8125
2483,119429.5234375
2484,122300.9609375
2485,125274.3125
2486,150703.078125
2487,173335.40625
2488,152633.25
2489,147139.140625
2490,153154.734375
2491,87201.78125
2492,180212.75
2493,153881.53125
2494,167743.984375
2495,86933.9453125
2496,228359.265625
2497,145226.6875
2498,111517.859375
2499,91272.0546875
2500,125767.4765625
2501,139902.890625
2502,142038.640625
2503,94123.171875
2504,188602.609375
2505,218685.296875
2506,263867.53125
2507,313150.71875
2508,262218.34375
2509,212679.28125
2510,220434.296875
2511,182099.875
2512,215423.75
2513,217326.140625
2514,242932.90625
2515,151320.015625
2516,165515.546875
2517,137866.171875
2518,149749.15625
2519,227171.84375
2520,206331.5
2521,188930.8125
2522,221473.578125
2523,127874.25
2524,136910.53125
2525,150466.125
2526,135402.765625
2527,114310.6328125
2528,130153.0234375
2529,137409.625
2530,116042.1171875
2531,254602.578125
2532,229671.53125
2533,195322.4375
2534,224117.875
2535,308539.625
2536,233081.28125
2537,223260.65625
2538,183017.171875
2539,186862.640625
2540,178148.484375
2541,179608.15625
2542,160012.25
2543,117710.59375
2544,126003.703125
2545,134758.4375
2546,136467.703125
2547,137831.125
2548,142966.421875
2549,157497.828125
2550,370314.78125
2551,145829.796875
2552,129376.453125
2553,84167.734375
2554,107910.515625
2555,110239.5859375
2556,96771.40625
2557,111975.421875
2558,143127.28125
2559,131723.890625
2560,136575.0
2561,137561.09375
2562,133935.1875
2563,149764.359375
2564,184253.71875
2565,135069.015625
2566,162027.546875
2567,131758.234375
2568,190911.046875
2569,190615.1875
2570,122126.9375
2571,175179.4375
2572,164538.796875
2573,223900.90625
2574,246580.328125
2575,125981.0625
2576,122810.921875
2577,149826.0625
2578,94667.078125
2579,78377.3046875
2580,117661.6328125
2581,123556.3046875
2582,109621.7265625
2583,266580.375
2584,159035.984375
2585,170255.765625
2586,212154.609375
2587,205181.4375
2588,149400.1875
2589,148167.25
2590,219674.21875
2591,229277.609375
2592,213998.375
2593,251316.046875
2594,173539.84375
2595,198850.578125
2596,320386.4375
2597,182608.515625
2598,280232.78125
2599,316962.5
2600,178932.671875
2601,144796.40625
2602,84267.15625
2603,90320.5703125
2604,86428.5078125
2605,81824.1796875
2606,144967.71875
2607,189252.1875
2608,201482.4375
2609,164010.6875
2610,108125.6953125
2611,136001.265625
2612,149560.140625
2613,131204.34375
2614,125100.296875
2615,147571.59375
2616,146562.71875
2617,161194.765625
2618,186071.875
2619,187132.09375
2620,189959.84375
2621,185084.140625
2622,189521.21875
2623,231564.75
2624,274499.9375
2625,297316.09375
2626,166790.40625
2627,178243.171875
2628,436936.03125
2629,530132.0625
2630,359903.09375
2631,457540.3125
2632,449815.59375
2633,317113.65625
2634,396482.5
2635,153506.15625
2636,187946.90625
2637,172003.4375
2638,258574.015625
2639,180741.546875
2640,156639.59375
2641,106959.5234375
2642,181770.921875
2643,107182.1171875
2644,124018.65625
2645,101611.8984375
2646,94825.609375
2647,99077.6796875
2648,141820.734375
2649,140970.890625
2650,137679.15625
2651,146297.765625
2652,416990.90625
2653,253760.09375
2654,241925.15625
2655,363752.46875
2656,322520.5625
2657,328398.4375
2658,284836.625
2659,312085.34375
2660,336313.0625
2661,330587.78125
2662,328886.625
2663,276262.46875
2664,275184.59375
2665,337787.0
2666,287553.90625
2667,166237.921875
2668,182511.34375
2669,175960.1875
2670,275235.84375
2671,184574.28125
2672,189407.53125
2673,206590.9375
2674,197392.203125
2675,166903.4375
2676,189946.25
2677,195167.875
2678,259370.078125
2679,287782.46875
2680,274623.28125
2681,400455.6875
2682,335974.09375
2683,572174.25
2684,310393.40625
2685,347208.65625
2686,245734.640625
2687,333465.3125
2688,223008.3125
2689,211241.421875
2690,469848.8125
2691,184389.125
2692,132473.96875
2693,193920.1875
2694,128402.0234375
2695,192905.59375
2696,188165.859375
2697,189856.375
2698,199818.46875
2699,170986.1875
2700,160686.4375
2701,156101.234375
2702,110358.5546875
2703,123226.9609375
2704,143808.40625
2705,122752.9296875
2706,119817.5703125
2707,124853.140625
2708,137752.359375
2709,106632.015625
2710,126330.984375
2711,268015.46875
2712,379707.0
2713,169873.171875
2714,149631.390625
2715,168091.75
2716,151108.8125
2717,174699.09375
2718,222627.9375
2719,155432.890625
2720,167729.328125
2721,141510.40625
2722,152383.890625
2723,144505.0
2724,128157.21875
2725,135149.09375
2726,151198.609375
2727,176230.328125
2728,168054.203125
2729,155513.015625
2730,145856.890625
2731,122764.8828125
2732,126242.375
2733,164115.203125
2734,149254.703125
2735,136140.234375
2736,145402.5
2737,123686.3515625
2738,131274.734375
2739,165120.875
2740,135845.203125
2741,149876.765625
2742,151014.109375
2743,153188.78125
2744,153819.03125
2745,135813.078125
2746,141889.578125
2747,157207.734375
2748,122112.1328125
2749,131441.34375
2750,135763.25
2751,134035.59375
2752,205775.984375
2753,154470.5625
2754,207454.1875
2755,134149.125
2756,94550.1875
2757,61258.26953125
2758,85799.078125
2759,158870.53125
2760,129964.84375
2761,148545.953125
2762,148301.34375
2763,179179.125
2764,162627.46875
2765,291684.0625
2766,136734.640625
2767,91851.0390625
2768,135848.625
2769,127358.7265625
2770,152633.21875
2771,116205.78125
2772,122509.984375
2773,145000.859375
2774,135398.65625
2775,123172.28125
2776,133331.609375
2777,140086.265625
2778,109972.328125
2779,120151.6171875
2780,104936.96875
2781,97948.0234375
2782,99762.9921875
2783,106176.0625
2784,126432.46875
2785,137829.203125
2786,76775.28125
2787,121003.484375
2788,86106.1015625
2789,173122.53125
2790,84598.78125
2791,123414.34375
2792,61957.890625
2793,169098.6875
2794,94302.78125
2795,119809.8125
2796,95890.1796875
2797,201458.140625
2798,117898.046875
2799,121146.9765625
2800,68554.9921875
2801,108288.9609375
2802,135969.546875
2803,164822.078125
2804,138522.21875
2805,97848.2109375
2806,81482.1171875
2807,158760.40625
2808,148220.046875
2809,135975.953125
2810,133177.203125
2811,159788.625
2812,147866.25
2813,157001.8125
2814,153227.03125
2815,106302.4296875
2816,245787.390625
2817,146681.515625
2818,130735.15625
2819,163493.640625
2820,132240.8125
2821,104611.875
2822,197566.609375
2823,313049.75
2824,178948.671875
2825,150907.875
2826,131720.140625
2827,143433.109375
2828,226382.859375
2829,180571.21875
2830,216252.65625
2831,182363.9375
2832,238283.734375
2833,287373.4375
2834,213490.1875
2835,213808.71875
2836,188943.28125
2837,157052.859375
2838,144142.59375
2839,179239.4375
2840,201748.1875
2841,205847.703125
2842,231356.6875
2843,150344.3125
2844,159351.84375
2845,124494.609375
2846,213591.46875
2847,197594.21875
2848,210457.75
2849,209054.1875
2850,279037.5625
2851,236770.53125
2852,215719.375
2853,234667.75
2854,140189.390625
2855,198749.296875
2856,209331.40625
2857,186710.421875
2858,203154.796875
2859,127056.578125
2860,120052.5703125
2861,126360.6328125
2862,194933.359375
2863,117974.8671875
2864,259954.859375
2865,142034.375
2866,134343.5
2867,97461.1640625
2868,116535.5625
2869,108907.640625
2870,138039.171875
2871,94324.46875
2872,49291.390625
2873,96340.9375
2874,137797.640625
2875,114509.8203125
2876,154172.8125
2877,144045.921875
2878,174180.640625
2879,138564.3125
2880,94763.5625
2881,155550.0
2882,171484.875
2883,186305.84375
2884,194767.046875
2885,204213.0625
2886,203803.75
2887,99763.578125
2888,130829.1171875
2889,47938.1328125
2890,84681.6953125
2891,135121.90625
2892,48841.8984375
2893,89099.25
2894,53442.6015625
2895,305646.78125
2896,300370.53125
2897,218562.515625
2898,149143.765625
2899,226203.546875
2900,160276.6875
2901,219176.25
2902,187288.359375
2903,349564.78125
2904,360428.28125
2905,113417.3046875
2906,212398.890625
2907,115949.8359375
2908,135701.96875
2909,134264.9375
2910,81558.859375
2911,84099.5234375
2912,144675.5625
2913,82275.4765625
2914,80479.1796875
2915,84087.6875
2916,82865.921875
2917,170800.265625
2918,116375.5703125
2919,233945.578125
